,NAME,Address1,Address2,PHONE,street address,city,zipcode
612,Church Abundant Life Bible,"3518 W Cortland StChicago, IL 60647","3518+W+Cortland+StChicago,+IL+60647",(872) 802-4272,3518 W Cortland St,Chicago,60647
613,Lifehouse Community Church,"1013 E 43rd StChicago, IL 60653","1013+E+43rd+StChicago,+IL+60653",(773) 966-4001,1013 E 43rd St,Chicago,60653
614,Olivet United Methodist Church,"147 S Keeler AveChicago, IL 60624","147+S+Keeler+AveChicago,+IL+60624",(773) 722-6111,147 S Keeler Ave,Chicago,60624
615,Sanctuary Of Deliverance,"4157 W Harrison StChicago, IL 60624","4157+W+Harrison+StChicago,+IL+60624",(773) 277-0688,4157 W Harrison St,Chicago,60624
616,First Grace Baptist Church,"4134 W Grenshaw StChicago, IL 60624","4134+W+Grenshaw+StChicago,+IL+60624",(773) 638-0561,4134 W Grenshaw St,Chicago,60624
617,Church Judah Israelite,"4500 S Prairie AveChicago, IL 60653","4500+S+Prairie+AveChicago,+IL+60653",(773) 952-8894,4500 S Prairie Ave,Chicago,60653
618,St Gabriel Church,"4522 S Wallace StChicago, IL 60609","4522+S+Wallace+StChicago,+IL+60609",(773) 268-9595,4522 S Wallace St,Chicago,60609
619,Indiana Food Mart,"4509 S Indiana AveChicago, IL 60653","4509+S+Indiana+AveChicago,+IL+60653",(773) 624-5555,4509 S Indiana Ave,Chicago,60653
620,Alpha & Omega Missionary Baptist Church,"4201 W Jackson BlvdChicago, IL 60624","4201+W+Jackson+BlvdChicago,+IL+60624",(773) 722-4459,4201 W Jackson Blvd,Chicago,60624
621,Saint Paul Church Of God In Christ,"4528 S Wabash AveChicago, IL 60653","4528+S+Wabash+AveChicago,+IL+60653",(773) 538-4526,4528 S Wabash Ave,Chicago,60653
622,Seventh-Day Adventist Church,"2840 W Logan BlvdChicago, IL 60647","2840+W+Logan+BlvdChicago,+IL+60647",(773) 227-4008,2840 W Logan Blvd,Chicago,60647
623,The Plain Talk Missionary Baptist Church,"4136 W Roosevelt RdChicago, IL 60624","4136+W+Roosevelt+RdChicago,+IL+60624",(773) 722-3609,4136 W Roosevelt Rd,Chicago,60624
624,The Church Of Christ,"4134 W Roosevelt RdChicago, IL 60624","4134+W+Roosevelt+RdChicago,+IL+60624",(773) 638-5187,4134 W Roosevelt Rd,Chicago,60624
625,First Corinthian Missionary Baptist Church,"922 S Keeler AveChicago, IL 60624","922+S+Keeler+AveChicago,+IL+60624",(773) 533-6197,922 S Keeler Ave,Chicago,60624
626,St. Luke Missionary Baptist Church,"4201 W Lake StChicago, IL 60624","4201+W+Lake+StChicago,+IL+60624",(773) 638-5390,4201 W Lake St,Chicago,60624
627,Camell Tom,"2900 W Logan BlvdChicago, IL 60647","2900+W+Logan+BlvdChicago,+IL+60647",(773) 486-5268,2900 W Logan Blvd,Chicago,60647
628,Greater Works Kingdom Ministries,"3935 W Division StChicago, IL 60651","3935+W+Division+StChicago,+IL+60651",(773) 697-3759,3935 W Division St,Chicago,60651
629,Kedvale New Mount Zion Baptist,"1306 S Kedvale AveChicago, IL 60623","1306+S+Kedvale+AveChicago,+IL+60623",(773) 521-1820,1306 S Kedvale Ave,Chicago,60623
630,Bethel Lutheran Church,"4215 W West End AveChicago, IL 60624","4215+W+West+End+AveChicago,+IL+60624",(773) 533-3638,4215 W West End Ave,Chicago,60624
631,Singleton Education Academy,"4215 W West End AveChicago, IL 60624","4215+W+West+End+AveChicago,+IL+60624",(773) 475-7054,4215 W West End Ave,Chicago,60624
632,New Community Convinent Church,"2610 N Francisco AveChicago, IL 60647","2610+N+Francisco+AveChicago,+IL+60647",(773) 252-3210,2610 N Francisco Ave,Chicago,60647
633,Iglesia Pentecostal Unida,"1117 N Pulaski RdChicago, IL 60651","1117+N+Pulaski+RdChicago,+IL+60651",(773) 342-4785,1117 N Pulaski Rd,Chicago,60651
634,New Life Community Church,"2657 S Lawndale AveChicago, IL 60623","2657+S+Lawndale+AveChicago,+IL+60623",(773) 762-0270,2657 S Lawndale Ave,Chicago,60623
635,Mt Zion Temple of Deliverance Ministries,"3940 W Division StChicago, IL 60651","3940+W+Division+StChicago,+IL+60651",(773) 697-7780,3940 W Division St,Chicago,60651
636,Ebenezer Baptist Church,"4501 S Vincennes AveChicago, IL 60653","4501+S+Vincennes+AveChicago,+IL+60653",(773) 373-6144,4501 S Vincennes Ave,Chicago,60653
637,Paradise Baptist Church,"1163 E 43rd StChicago, IL 60653","1163+E+43rd+StChicago,+IL+60653",(773) 924-3687,1163 E 43rd St,Chicago,60653
638,Union Hill M B Church,"600 S Tripp AveChicago, IL 60624","600+S+Tripp+AveChicago,+IL+60624",(773) 826-0909,600 S Tripp Ave,Chicago,60624
639,Techbot Customs,"4240 W Madison StChicago, IL 60624","4240+W+Madison+StChicago,+IL+60624",(773) 823-9352,4240 W Madison St,Chicago,60624
640,United Liberty Baptist Church,"2108 S Pulaski RdChicago, IL 60623","2108+S+Pulaski+RdChicago,+IL+60623",(773) 542-7787,2108 S Pulaski Rd,Chicago,60623
641,Mount Bethel Missionary Baptist Church,"2116 S Pulaski RdChicago, IL 60623","2116+S+Pulaski+RdChicago,+IL+60623",(773) 565-4206,2116 S Pulaski Rd,Chicago,60623
642,New Community Covenant Church,"2649 N Francisco AveChicago, IL 60647","2649+N+Francisco+AveChicago,+IL+60647",(773) 687-9372,2649 N Francisco Ave,Chicago,60647
643,New Macedonia Missionary Baptist Church,"4244 W Madison StChicago, IL 60624","4244+W+Madison+StChicago,+IL+60624",(773) 826-4899,4244 W Madison St,Chicago,60624
644,Asia Missionary Baptist Church,"2140 S Pulaski RdChicago, IL 60623","2140+S+Pulaski+RdChicago,+IL+60623",(773) 762-1018,2140 S Pulaski Rd,Chicago,60623
645,Commonwealth Baptist Church,"1318 S Keeler AveChicago, IL 60623","1318+S+Keeler+AveChicago,+IL+60623",(773) 565-4490,1318 S Keeler Ave,Chicago,60623
646,Salazar Marble,"4243 W Arthington StChicago, IL 60624","4243+W+Arthington+StChicago,+IL+60624",(773) 475-7874,4243 W Arthington St,Chicago,60624
647,Jehovah's Witness,"4225 W Roosevelt RdChicago, IL 60624","4225+W+Roosevelt+RdChicago,+IL+60624",(773) 277-3572,4225 W Roosevelt Rd,Chicago,60624
648,"Peace,Mercy & Charity Church","4142 W Chicago AveChicago, IL 60651","4142+W+Chicago+AveChicago,+IL+60651",(773) 412-0131,4142 W Chicago Ave,Chicago,60651
649,Temple Of The Dog,"2719 N Francisco AveChicago, IL 60647","2719+N+Francisco+AveChicago,+IL+60647",(312) 315-5492,2719 N Francisco Ave,Chicago,60647
650,Our Lady Of Fatima Rectory,"2751 W 38th PlChicago, IL 60632","2751+W+38th+PlChicago,+IL+60632",(773) 927-2421,2751 W 38th Pl,Chicago,60632
651,4 Management,"4536 S Saint Lawrence AveChicago, IL 60653","4536+S+Saint+Lawrence+AveChicago,+IL+60653",(773) 844-6561,4536 S Saint Lawrence Ave,Chicago,60653
652,Lake View Presbyterian Church,"716 W Addison StChicago, IL 60613","716+W+Addison+StChicago,+IL+60613",(773) 281-2655,716 W Addison St,Chicago,60613
653,New Mount Pilgrim Mb Church,"4301 W Washington BlvdChicago, IL 60624","4301+W+Washington+BlvdChicago,+IL+60624",(773) 287-5051,4301 W Washington Blvd,Chicago,60624
654,Tree of Life Outreach Ministries,"4308 W Madison StChicago, IL 60624","4308+W+Madison+StChicago,+IL+60624",(773) 626-4171,4308 W Madison St,Chicago,60624
655,Metropolitan Community Church,"4610 S Prairie AveChicago, IL 60653","4610+S+Prairie+AveChicago,+IL+60653",(773) 536-2046,4610 S Prairie Ave,Chicago,60653
656,Zechariah 1 Mbc,"1140 W Eddy StChicago, IL 60657","1140+W+Eddy+StChicago,+IL+60657",(773) 227-2940,1140 W Eddy St,Chicago,60657
657,One Way Missionary Baptist Church,"4152 W 16th StChicago, IL 60623","4152+W+16th+StChicago,+IL+60623",(773) 522-3129,4152 W 16th St,Chicago,60623
658,United Missionary Baptist Church,"4242 W Roosevelt RdChicago, IL 60624","4242+W+Roosevelt+RdChicago,+IL+60624",(773) 722-4357,4242 W Roosevelt Rd,Chicago,60624
659,Lake View Lutheran Church,"835 W Addison StChicago, IL 60613","835+W+Addison+StChicago,+IL+60613",(773) 327-1427,835 W Addison St,Chicago,60613
660,The Night Ministry,"835 W Addison StChicago, IL 60613","835+W+Addison+StChicago,+IL+60613",(773) 549-4158,835 W Addison St,Chicago,60613
661,St Peter Missionary Church,"4158 W Chicago AveChicago, IL 60651","4158+W+Chicago+AveChicago,+IL+60651",(773) 342-0040,4158 W Chicago Ave,Chicago,60651
662,Star of Faith,"1631 N Avers AveChicago, IL 60647","1631+N+Avers+AveChicago,+IL+60647",(773) 375-3330,1631 N Avers Ave,Chicago,60647
663,Fellowship Manor,"1631 N Avers AveChicago, IL 60647","1631+N+Avers+AveChicago,+IL+60647",(773) 285-3963,1631 N Avers Ave,Chicago,60647
664,Mt. Pisgah Baptist Church,"4622 S King DrChicago, IL 60653","4622+S+King+DrChicago,+IL+60653",(773) 373-0070,4622 S King Dr,Chicago,60653
665,Mount Eagle Baptist Church,"4559 S Saint Lawrence AveChicago, IL 60653","4559+S+Saint+Lawrence+AveChicago,+IL+60653",(773) 924-1317,4559 S Saint Lawrence Ave,Chicago,60653
666,New Moriah Baptist Church,"1501 N Harding AveChicago, IL 60651","1501+N+Harding+AveChicago,+IL+60651",(773) 278-8923,1501 N Harding Ave,Chicago,60651
667,Chicago First Spanish Church Of The Nazarene,"3909 W North AveChicago, IL 60647","3909+W+North+AveChicago,+IL+60647",(773) 862-8734,3909 W North Ave,Chicago,60647
668,Jehovah's Witnesses,"4039 W Cermak RdChicago, IL 60623","4039+W+Cermak+RdChicago,+IL+60623",(773) 522-2828,4039 W Cermak Rd,Chicago,60623
669,Top Of The Third,"3609 N Sheffield AveChicago, IL 60613","3609+N+Sheffield+AveChicago,+IL+60613",(773) 296-2388,3609 N Sheffield Ave,Chicago,60613
670,Mt Zion Missionary Baptist Church,"4344 W Madison StChicago, IL 60624","4344+W+Madison+StChicago,+IL+60624",(773) 287-0086,4344 W Madison St,Chicago,60624
671,Revelation Baptist Church,"4649 S Prairie AveChicago, IL 60653","4649+S+Prairie+AveChicago,+IL+60653",(773) 966-5313,4649 S Prairie Ave,Chicago,60653
672,Omega Mb Church,"4627 S State StChicago, IL 60609","4627+S+State+StChicago,+IL+60609",(773) 536-7514,4627 S State St,Chicago,60609
673,St John Church-Baptist,"4511 S State StChicago, IL 60609","4511+S+State+StChicago,+IL+60609",(773) 536-3215,4511 S State St,Chicago,60609
674,United House Of Prayer For All People,"4359 S State StChicago, IL 60609","4359+S+State+StChicago,+IL+60609",(773) 373-2352,4359 S State St,Chicago,60609
675,St Paul CME Church,"4644 S Dearborn StChicago, IL 60609","4644+S+Dearborn+StChicago,+IL+60609",(773) 536-1723,4644 S Dearborn St,Chicago,60609
676,Berean Baptist Church,"5147 S Dearborn StChicago, IL 60609","5147+S+Dearborn+StChicago,+IL+60609",(773) 924-4349,5147 S Dearborn St,Chicago,60609
677,Holy Trinity Lutheran Church,"1218 W Addison StChicago, IL 60613","1218+W+Addison+StChicago,+IL+60613",(773) 248-1233,1218 W Addison St,Chicago,60613
678,Kimball Avenue Evangelical,"3413 W Medill AveChicago, IL 60647","3413+W+Medill+AveChicago,+IL+60647",(773) 278-1990,3413 W Medill Ave,Chicago,60647
679,Multicultural Community Center,"4655 S King DrChicago, IL 60653","4655+S+King+DrChicago,+IL+60653",(872) 303-3653,4655 S King Dr,Chicago,60653
680,Truth Without Walls Ministry,"4435 S Oakenwald AveChicago, IL 60653","4435+S+Oakenwald+AveChicago,+IL+60653",(773) 507-2910,4435 S Oakenwald Ave,Chicago,60653
681,Metropolitan Community Church,"3656 N Halsted StChicago, IL 60613","3656+N+Halsted+StChicago,+IL+60613",(773) 661-0936,3656 N Halsted St,Chicago,60613
682,Roca De Salvacion,"2118 N Central Park AveChicago, IL 60647","2118+N+Central+Park+AveChicago,+IL+60647",(773) 542-9068,2118 N Central Park Ave,Chicago,60647
683,Beloved Community Christian Church,"352 E 47th StChicago, IL 60653","352+E+47th+StChicago,+IL+60653",(773) 855-2300,352 E 47th St,Chicago,60653
684,The Word Works Church,"4118 W Division StChicago, IL 60651","4118+W+Division+StChicago,+IL+60651",(773) 486-6300,4118 W Division St,Chicago,60651
685,Greater St. John Baptist Church,"310 S Kostner AveChicago, IL 60624","310+S+Kostner+AveChicago,+IL+60624",(773) 626-0855,310 S Kostner Ave,Chicago,60624
686,Messianic Congregation of Chicago,"1709 W Cornelia AveChicago, IL 60657","1709+W+Cornelia+AveChicago,+IL+60657",(773) 764-0447,1709 W Cornelia Ave,Chicago,60657
687,Southern Gift Missionary Baptist Church,"4526 S Greenwood AveChicago, IL 60653","4526+S+Greenwood+AveChicago,+IL+60653",(773) 675-4318,4526 S Greenwood Ave,Chicago,60653
688,Church Of Christ,"4400 W Maypole AveChicago, IL 60624","4400+W+Maypole+AveChicago,+IL+60624",(773) 287-3056,4400 W Maypole Ave,Chicago,60624
689,Mission Of Christ Evangelical Lutheran Church,"1345 N Karlov AveChicago, IL 60651","1345+N+Karlov+AveChicago,+IL+60651",(773) 252-6254,1345 N Karlov Ave,Chicago,60651
690,Zen Buddhist Temple,"1710 W Cornelia AveChicago, IL 60657","1710+W+Cornelia+AveChicago,+IL+60657",(773) 528-8685,1710 W Cornelia Ave,Chicago,60657
691,Norwegian Lutheran Church,"2614 N Kedzie AveChicago, IL 60647","2614+N+Kedzie+AveChicago,+IL+60647",(773) 252-7335,2614 N Kedzie Ave,Chicago,60647
692,Church of Christ of Latter Day Saints,"2555 N Sawyer AveChicago, IL 60647","2555+N+Sawyer+AveChicago,+IL+60647",(630) 232-8922,2555 N Sawyer Ave,Chicago,60647
693,Hyde Park Seventh Day Adevntst,"4608 S Drexel BlvdChicago, IL 60653","4608+S+Drexel+BlvdChicago,+IL+60653",(773) 373-2909,4608 S Drexel Blvd,Chicago,60653
694,Greater Mount Pleasant Missionary Baptist Church,"1725 S Kildare AveChicago, IL 60623","1725+S+Kildare+AveChicago,+IL+60623",(773) 522-2337,1725 S Kildare Ave,Chicago,60623
695,Kingsword,"4250 W Walton StChicago, IL 60651","4250+W+Walton+StChicago,+IL+60651",(773) 697-8112,4250 W Walton St,Chicago,60651
696,Faith Miracle Temple,"4258 W Iowa StChicago, IL 60651","4258+W+Iowa+StChicago,+IL+60651",(773) 697-7475,4258 W Iowa St,Chicago,60651
697,Village of Hope Learning,"1400 S Kolin AveChicago, IL 60623","1400+S+Kolin+AveChicago,+IL+60623",(773) 521-1910,1400 S Kolin Ave,Chicago,60623
698,Hopewell Primitive Baptist Church,"1400 S Kolin AveChicago, IL 60623","1400+S+Kolin+AveChicago,+IL+60623",(773) 522-2355,1400 S Kolin Ave,Chicago,60623
699,Church of God of Chicago,"4601 S Drexel BlvdChicago, IL 60653","4601+S+Drexel+BlvdChicago,+IL+60653",(773) 548-7133,4601 S Drexel Blvd,Chicago,60653
700,Christian Fellowship Free Church,"3425 N Damen AveChicago, IL 60618","3425+N+Damen+AveChicago,+IL+60618",(773) 348-4430,3425 N Damen Ave,Chicago,60618
701,New Life Convenant Church,"710 E 47th StChicago, IL 60653","710+E+47th+StChicago,+IL+60653",(773) 322-1410,710 E 47th St,Chicago,60653
702,St Paul and Deliverance Center,"1454 S Kolin AveChicago, IL 60623","1454+S+Kolin+AveChicago,+IL+60623",(773) 522-5322,1454 S Kolin Ave,Chicago,60623
703,Progressive Community Center of The Peoples Church,"56 E 48th StChicago, IL 60615","56+E+48th+StChicago,+IL+60615",(773) 536-9899,56 E 48th St,Chicago,60615
704,Three Crosses Of Calvary Missionary Baptist Church,"4445 W Madison StChicago, IL 60624","4445+W+Madison+StChicago,+IL+60624",(773) 378-0998,4445 W Madison St,Chicago,60624
705,St Andrew Church,"3546 N Paulina StChicago, IL 60657","3546+N+Paulina+StChicago,+IL+60657",(773) 525-3016,3546 N Paulina St,Chicago,60657
706,St James United Methodist Chr,"4611 S Ellis AveChicago, IL 60653","4611+S+Ellis+AveChicago,+IL+60653",(773) 285-4244,4611 S Ellis Ave,Chicago,60653
707,Sunrise Baptist Church,"351 S Kilbourn AveChicago, IL 60624","351+S+Kilbourn+AveChicago,+IL+60624",(773) 379-9323,351 S Kilbourn Ave,Chicago,60624
708,Emmanuel Full Gospel Church,"4209 W Cermak RdChicago, IL 60623","4209+W+Cermak+RdChicago,+IL+60623",(773) 521-1307,4209 W Cermak Rd,Chicago,60623
709,New Bereans Baptist Fellowship Church,"4218 W Cermak RdChicago, IL 60623","4218+W+Cermak+RdChicago,+IL+60623",(773) 521-9902,4218 W Cermak Rd,Chicago,60623
710,Ministries New Life,"4321 S Western BlvdChicago, IL 60609","4321+S+Western+BlvdChicago,+IL+60609",(773) 475-7269,4321 S Western Blvd,Chicago,60609
711,Kenwood United Church-Christ,"4608 S Greenwood AveChicago, IL 60653","4608+S+Greenwood+AveChicago,+IL+60653",(773) 373-2861,4608 S Greenwood Ave,Chicago,60653
712,Greater Lily Baptist Church,"4823 S Princeton AveChicago, IL 60609","4823+S+Princeton+AveChicago,+IL+60609",(773) 268-5996,4823 S Princeton Ave,Chicago,60609
713,Greater Christian Light,"1438 S Kostner AveChicago, IL 60623","1438+S+Kostner+AveChicago,+IL+60623",(312) 631-8636,1438 S Kostner Ave,Chicago,60623
714,St Greater,"1438 S Kostner AveChicago, IL 60623","1438+S+Kostner+AveChicago,+IL+60623",(773) 696-9059,1438 S Kostner Ave,Chicago,60623
715,Grace United Methodist Church,"3325 W Wrightwood AveChicago, IL 60647","3325+W+Wrightwood+AveChicago,+IL+60647",(773) 697-4442,3325 W Wrightwood Ave,Chicago,60647
716,Greater St. Paul AME Church,"4236 W Cermak RdChicago, IL 60623","4236+W+Cermak+RdChicago,+IL+60623",(773) 522-4812,4236 W Cermak Rd,Chicago,60623
717,Faith Church Inc,"817 W Grace StChicago, IL 60613","817+W+Grace+StChicago,+IL+60613",(773) 525-8480,817 W Grace St,Chicago,60613
718,Cathedral Missionary Baptist Church,"4821 S Wabash AveChicago, IL 60615","4821+S+Wabash+AveChicago,+IL+60615",(773) 548-1790,4821 S Wabash Ave,Chicago,60615
719,Chicago-N Keystone Church Of God,"1700 N Keystone AveChicago, IL 60639","1700+N+Keystone+AveChicago,+IL+60639",(815) 670-3485,1700 N Keystone Ave,Chicago,60639
720,New Hope Baptist Church,"4255 W Division StChicago, IL 60651","4255+W+Division+StChicago,+IL+60651",(773) 772-1515,4255 W Division St,Chicago,60651
721,Sweet Relief Ministry,"4247 W Division StChicago, IL 60651","4247+W+Division+StChicago,+IL+60651",(312) 929-4196,4247 W Division St,Chicago,60651
722,Grace Memorial Baptist Church,"1457 S Kenneth AveChicago, IL 60623","1457+S+Kenneth+AveChicago,+IL+60623",(773) 277-4552,1457 S Kenneth Ave,Chicago,60623
723,Corinthian Temple Church of God in Christ,"4520 W Washington BlvdChicago, IL 60624","4520+W+Washington+BlvdChicago,+IL+60624",(773) 626-1972,4520 W Washington Blvd,Chicago,60624
724,St. John Missionary Baptist Church,"4254 W Division StChicago, IL 60651","4254+W+Division+StChicago,+IL+60651",(773) 486-7252,4254 W Division St,Chicago,60651
725,Greater New St James M B,"1408 S Kenneth AveChicago, IL 60623","1408+S+Kenneth+AveChicago,+IL+60623",(773) 762-5025,1408 S Kenneth Ave,Chicago,60623
726,City Wide Community Church,"1657 N Karlov AveChicago, IL 60639","1657+N+Karlov+AveChicago,+IL+60639",(773) 235-1613,1657 N Karlov Ave,Chicago,60639
727,St Stephan's United Church Of Christ,"1657 N Karlov AveChicago, IL 60639","1657+N+Karlov+AveChicago,+IL+60639",(773) 252-3771,1657 N Karlov Ave,Chicago,60639
728,Seed of Abraham Church,"1651 N Karlov AveChicago, IL 60639","1651+N+Karlov+AveChicago,+IL+60639",(773) 698-7050,1651 N Karlov Ave,Chicago,60639
729,St Ambrose Church,"1012 E 47th StChicago, IL 60653","1012+E+47th+StChicago,+IL+60653",(773) 624-3695,1012 E 47th St,Chicago,60653
730,Our Lady of The Angels,"932 N Kostner AveChicago, IL 60651","932+N+Kostner+AveChicago,+IL+60651",(773) 235-3132,932 N Kostner Ave,Chicago,60651
731,Resurrection Catholic Church,"3043 N Francisco AveChicago, IL 60618","3043+N+Francisco+AveChicago,+IL+60618",(773) 478-9705,3043 N Francisco Ave,Chicago,60618
732,Greater Damascus Baptist Church,"520 S Kolmar AveChicago, IL 60624","520+S+Kolmar+AveChicago,+IL+60624",(773) 722-1913,520 S Kolmar Ave,Chicago,60624
733,New Everlasting Faith Ministries,"1052 E 47th StChicago, IL 60653","1052+E+47th+StChicago,+IL+60653",(773) 994-4277,1052 E 47th St,Chicago,60653
734,Universal Prayer Tower,"4540 W Washington BlvdChicago, IL 60624","4540+W+Washington+BlvdChicago,+IL+60624",(773) 378-3464,4540 W Washington Blvd,Chicago,60624
735,Community Faith M B Church,"1104 E 47th StChicago, IL 60653","1104+E+47th+StChicago,+IL+60653",(773) 783-8902,1104 E 47th St,Chicago,60653
736,New Birth Church of God In Christ,"1104 E 47th StChicago, IL 60653","1104+E+47th+StChicago,+IL+60653",(773) 776-3134,1104 E 47th St,Chicago,60653
737,Temple Of Deliverance,"1053 N Kostner AveChicago, IL 60651","1053+N+Kostner+AveChicago,+IL+60651",(773) 661-9956,1053 N Kostner Ave,Chicago,60651
738,Iglesia Bautista Castillo Fuerte,"4416 S Western AveChicago, IL 60609","4416+S+Western+AveChicago,+IL+60609",(773) 801-1064,4416 S Western Ave,Chicago,60609
739,Love Outreach AME,"4452 W 16th StChicago, IL 60623","4452+W+16th+StChicago,+IL+60623",(773) 277-1734,4452 W 16th St,Chicago,60623
740,Kingdom Word Church,"4341 W Division StChicago, IL 60651","4341+W+Division+StChicago,+IL+60651",(773) 360-8365,4341 W Division St,Chicago,60651
741,The Way Church,"4416 S Western AveChicago, IL 60609","4416+S+Western+AveChicago,+IL+60609",(773) 247-4416,4416 S Western Ave,Chicago,60609
742,Second Faith Temple Church Of God,"424 E 49th StChicago, IL 60615","424+E+49th+StChicago,+IL+60615",(773) 624-0799,424 E 49th St,Chicago,60615
743,Liberty Baptist Church,"4849 S King DrChicago, IL 60615","4849+S+King+DrChicago,+IL+60615",(773) 268-6757,4849 S King Dr,Chicago,60615
